Date,RELIANCE.NS_rsi_14,RELIANCE.NS_sma_20,RELIANCE.NS_sma_50,RELIANCE.NS_bb_upper,RELIANCE.NS_bb_middle,RELIANCE.NS_bb_lower,TCS.NS_rsi_14,TCS.NS_sma_20,TCS.NS_sma_50,TCS.NS_bb_upper,TCS.NS_bb_middle,TCS.NS_bb_lower,INFY.NS_rsi_14,INFY.NS_sma_20,INFY.NS_sma_50,INFY.NS_bb_upper,INFY.NS_bb_middle,INFY.NS_bb_lower
2025-01-24,51.480596417014375,,,,,,58.16975393140222,,,,,,41.554867509129366,,,,,
2025-01-27,47.13930348258707,,,,,,52.564966504984106,,,,,,35.732062428463735,,,,,
2025-01-28,41.4277917860284,,,,,,46.568475167645204,,,,,,36.63736367807325,,,,,
2025-01-29,44.395924308588064,,,,,,54.19914742499067,,,,,,45.734215829563716,,,,,
2025-01-30,53.15954088575483,,,,,,37.3416883738878,,,,,,36.42820805908655,,,,,
2025-01-31,56.771254119751376,,,,,,35.9822563630954,,,,,,39.934050393411205,,,,,
2025-02-01,56.95452757107961,1257.539990234375,,1299.6475529041406,1257.539990234375,1215.4324275646093,37.13534425769112,4089.897314453125,,4245.764818966476,4089.897314453125,3934.0298099397737,39.32868066834675,1857.8350402832032,,1963.3789640936484,1857.8350402832032,1752.291116472758
2025-02-03,48.35166730437926,1257.7924926757812,,1299.5376582379693,1257.7924926757812,1216.0473271135932,35.02250214527217,4092.3716552734377,,4242.583920729948,4092.3716552734377,3942.159389816928,39.66983222088744,1854.5044067382812,,1958.0924671718021,1854.5044067382812,1750.9163463047603
2025-02-04,54.33726774721862,1258.777490234375,,1302.184955600969,1258.777490234375,1215.3700248677808,42.10943961422931,4092.7887939453126,,4242.6980888409535,4092.7887939453126,3942.8794990496713,46.5702978610558,1852.8107421875,,1953.9089067155564,1852.8107421875,1751.7125776594435
2025-02-05,43.551391146131785,1259.9499877929688,,1304.1588331478472,1259.9499877929688,1215.7411424380905,46.74192176048575,4095.854138183594,,4239.61778319987,4095.854138183594,3952.0904931673176,62.71028004946884,1851.8122863769531,,1951.7224267182294,1851.8122863769531,1751.9021460356769
2025-02-06,43.62669270833333,1261.9324890136718,,1306.2890817666294,1261.9324890136718,1217.5758962607142,50.52507373398076,4087.2922973632812,,4220.425487174667,4087.2922973632812,3954.159107551896,65.1651718849217,1849.2828796386718,,1942.1414608954246,1849.2828796386718,1756.424298381919
2025-02-07,47.94841852491063,1263.2749877929687,,1306.426385915811,1263.2749877929687,1220.1235896701264,49.331911506592114,4074.8281494140624,,4192.2602585898985,4074.8281494140624,3957.396040238226,65.2812683857914,1846.3960021972657,,1931.285508082258,1846.3960021972657,1761.5064963122734
2025-02-10,43.49515917562413,1264.0199890136719,,1305.883852006433,1264.0199890136719,1222.1561260209107,33.81131451712881,4065.6082763671875,,4175.044254809013,4065.6082763671875,3956.172297925362,53.91690754000993,1843.449951171875,,1922.4747583263788,1843.449951171875,1764.4251440173712
2025-02-11,42.24137023853684,1263.152490234375,,1306.731564578703,1263.152490234375,1219.5734158900468,28.936943083179358,4051.932482910156,,4157.828650832196,4051.932482910156,3946.0363149881155,51.699451225749826,1839.801287841797,,1909.644272833523,1839.801287841797,1769.9583028500708
2025-02-12,42.02626850357737,1260.6574951171874,,1308.9053398076542,1260.6574951171874,1212.4096504267206,26.933579250772283,4039.7334228515624,,4149.672151183831,4039.7334228515624,3929.7946945192934,47.967627010272416,1836.5815979003905,,1900.0581863133664,1836.5815979003905,1773.1050094874147
2025-02-13,46.10408815189691,1256.3449951171874,,1304.3196933855102,1256.3449951171874,1208.3702968488647,30.18408771719895,4029.120263671875,,4158.685089015036,4029.120263671875,3899.555438328714,53.949083474006386,1837.9523193359375,,1898.325406450091,1837.9523193359375,1777.5792322217842
